from(10090),to(9606)
NP_898867,NP_057279
NP_598700,NP_057284
NP_062738,NP_057285
NP_064355,NP_057289
NP_067477,NP_057293
NP_780695,NP_001165211
NP_062771,NP_057297
NP_001158036,NP_958854
NP_113580,NP_057300
NP_080578,NP_057305
NP_598820,NP_057306
NP_062754,NP_001269079
NP_071865,NP_057319
NP_766192,NP_057324
NP_001156994,NP_057326
NP_777365,NP_057331
NP_778163,NP_001269325
NP_001185976,NP_057345
NP_062731,NP_057347
NP_573514,NP_057351
NP_997506,NP_057355
NP_065253,NP_057356
NP_075809,NP_057358
NP_033999,NP_057363
NP_835179,NP_057368
NP_035437,NP_001186227
NP_080784,NP_057376
NP_080099,NP_057381
NP_001032398,NP_057382
NP_067424,NP_001166953
NP_941011,NP_057388
NP_001177733,NP_057390
NP_082726,NP_057399
NP_067350,NP_065140
NP_598756,NP_057411
NP_001160003,NP_057413
NP_653102,NP_057415
NP_062534,NP_057425
NP_075944,NP_003951
NP_683735,NP_057438
NP_808245,NP_057440
NP_001107017,NP_057441
NP_061373,NP_001265562
NP_067463,NP_057446
NP_001156486,NP_001242946
NP_001181850,NP_001002026
NP_033801,NP_057460
NP_061199,NP_001160135
NP_067320,NP_057479
NP_065605,NP_945327
NP_080594,NP_057484
NP_075642,NP_057487
NP_079664,NP_057490
NP_079818,NP_057491
NP_080152,NP_057492
NP_080275,NP_057506
NP_001240623,NP_057507
NP_079935,NP_057512
NP_766262,NP_057520
NP_543122,NP_057522
NP_598706,NP_057524
NP_056615,NP_057525
NP_062525,NP_071919
NP_109654,NP_057537
NP_001153617,NP_001275499
NP_001239387,NP_057541
NP_598448,NP_057547
NP_082687,NP_057548
NP_080517,NP_057550
NP_079737,NP_057552
NP_079975,NP_057554
NP_848728,NP_057556
NP_766318,NP_057558
NP_077167,NP_001271130
NP_082579,NP_057568
NP_808338,NP_057570
NP_666174,NP_958923
NP_080280,NP_001002010
NP_079776,NP_057575
NP_079883,NP_057578
NP_001239568,NP_001137436
NP_001239409,NP_057580
NP_001264789,NP_001167462
NP_080588,NP_057584
NP_444391,NP_057588
NP_057926,NP_057594
NP_780735,NP_057595
NP_659134,NP_057604
NP_619590,NP_057608
NP_075794,NP_001164674
NP_057927,NP_057617
NP_694722,NP_057628
NP_851989,NP_057630
NP_080557,NP_057635
NP_766438,NP_001269700
NP_067458,NP_001243679
NP_080252,NP_057645
NP_001028330,NP_057647
NP_899093,NP_057649
NP_848832,NP_057652
NP_705829,NP_057655
NP_932769,NP_057657
NP_780540,NP_001026871
NP_062294,NP_057663
NP_059074,NP_057664
NP_663417,NP_057670
NP_705757,NP_001265639
NP_077235,NP_057673
NP_061375,NP_057677
NP_077131,NP_057678
NP_081193,NP_001128651
NP_067478,NP_057683
NP_666196,NP_057687
NP_780313,NP_001129119
NP_082146,NP_808817
NP_001159850,NP_057692
NP_573450,NP_001026870
NP_062424,NP_057698
NP_653095,NP_057699
NP_853622,NP_057700
NP_080711,NP_057701
NP_663543,NP_057702
NP_001103160,NP_001095272
NP_079706,NP_057706
NP_659095,NP_001243692
NP_001034303,NP_057710
NP_001239122,NP_001028741
NP_613050,NP_001121361
NP_080386,NP_057715
NP_653092,NP_061164
NP_067531,NP_057724
NP_001177395,NP_057735
NP_057872,NP_115674
NP_057876,NP_066301
NP_001129528,NP_671693
NP_057883,NP_066924
NP_057884,NP_065117
NP_057887,NP_066934
NP_057901,NP_001035784
NP_058031,NP_775806
NP_058055,NP_079495
NP_058058,NP_115904
NP_665818,NP_003413
NP_058092,NP_001167013
NP_064692,NP_058520
NP_058541,NP_115878
NP_058554,NP_112586
NP_058557,NP_066272
NP_001156422,NP_690007
NP_058570,NP_066288
NP_001180548,NP_001171951
NP_001239543,NP_835369
NP_058593,NP_006318
NP_058603,NP_857593
NP_058620,NP_058636
NP_081235,NP_058626
NP_080942,NP_001072982
NP_996905,NP_058641
NP_062669,NP_058644
NP_001239549,NP_058646
NP_083571,NP_058647
NP_851836,NP_001103348
NP_058664,NP_620450
NP_001087235,NP_001018654
NP_001258552,NP_068773
NP_631883,NP_858058
NP_059100,NP_542984
NP_034592,NP_059105
NP_109613,NP_059112
NP_766275,NP_059117
NP_001161453,NP_059119
NP_598710,NP_059128
NP_808278,NP_054799
NP_001004150,NP_059132
NP_001156376,NP_059136
NP_067473,NP_059139
NP_001239367,NP_001093890
NP_001032844,NP_059345
NP_059496,NP_114095
NP_941025,NP_059509
NP_694751,NP_059991
NP_082319,NP_060016
NP_758495,NP_060017
NP_598826,NP_060019
NP_084500,NP_060029
NP_602319,NP_060033
NP_722477,NP_060035
NP_062415,NP_060037
NP_997185,NP_060050
NP_001074573,NP_060051
NP_081591,NP_060052
NP_064663,NP_060053
NP_064361,NP_060054
NP_062366,NP_060059
NP_001074485,NP_060060
NP_082300,NP_001138399
NP_766126,NP_060069
NP_291082,NP_001257459
NP_001156327,NP_060085
NP_001033785,NP_060089
NP_082346,NP_060091
NP_064349,NP_001002762
NP_765995,NP_060102
NP_001104498,NP_060104
NP_080315,NP_001120822
NP_081101,NP_060110
NP_775576,NP_060115
NP_291047,NP_060119
NP_080479,NP_001128303
NP_852076,NP_982261
NP_080387,NP_060129
NP_663571,NP_060130
NP_700466,NP_001170781
NP_598732,NP_060134
NP_001160121,NP_060136
NP_932146,NP_060141
NP_001157797,NP_060142
NP_619622,NP_001092902
NP_619594,NP_060158
NP_663591,NP_001185946
NP_653141,NP_060163
NP_598590,NP_060164
NP_918944,NP_001030087
NP_062657,NP_060174
NP_083024,NP_060175
NP_080740,NP_060176
NP_001028342,NP_060178
NP_076097,NP_001164663
NP_075706,NP_060182
NP_001074850,NP_001026873
NP_001153112,NP_060184
NP_001158044,NP_060189
NP_666046,NP_001013863
NP_082380,NP_060196
NP_653108,NP_060197
NP_001028565,NP_060198
NP_001107591,NP_060200
NP_075734,NP_060204
NP_780484,NP_060208
NP_080927,NP_060209
NP_001116148,NP_060212
NP_083786,NP_001116857
NP_084221,NP_060421
NP_848871,NP_997182
NP_001074238,NP_060224
NP_663329,NP_060225
NP_766531,NP_060228
NP_001108081,NP_060229
NP_598523,NP_060230
NP_080659,NP_060231
NP_766330,NP_060232
NP_001152816,NP_001073312
NP_077156,NP_060238
NP_663433,NP_060241
NP_653119,NP_060244
NP_082636,NP_060245
NP_001034773,NP_060247
NP_001165563,NP_001107592
NP_081687,NP_060255
NP_001272769,NP_001093220
NP_001171283,NP_001077382
NP_663422,NP_060261
NP_001074653,NP_060264
NP_776122,NP_060268
NP_080312,NP_060271
NP_082820,NP_060275
NP_079612,NP_060282
NP_808398,NP_060283
NP_663572,NP_060284
NP_663437,NP_060285
NP_035357,NP_060287
NP_067474,NP_060288
NP_083368,NP_060289
NP_081590,NP_060294
NP_598644,NP_060295
NP_083213,NP_001185839
NP_079693,NP_060298
NP_075918,NP_001161726
NP_001093208,NP_001035282
NP_796362,NP_115524
NP_663351,NP_079106
NP_079882,NP_060310
NP_848714,NP_060315
NP_932773,NP_060318
NP_780354,NP_001180233
NP_803411,NP_060321
NP_783577,NP_060323
NP_081214,NP_060324
NP_666350,NP_001035944
NP_001020012,NP_060330
NP_001104495,NP_001159776
NP_001153067,NP_060334
NP_001035776,NP_001129508
NP_080668,NP_060336
NP_082296,NP_060341
NP_579924,NP_060343
NP_783606,NP_060347
NP_001230671,NP_060350
NP_001028347,NP_060352
NP_080413,NP_060353
NP_861542,NP_060355
NP_598445,NP_060368
NP_665852,NP_001137291
NP_795932,NP_060372
NP_079881,NP_060377
NP_780767,NP_060378
NP_598511,NP_060381
NP_080226,NP_060383
NP_001265136,NP_060386
NP_067504,NP_060387
NP_001028431,NP_612366
NP_080619,NP_060389
NP_067412,NP_060394
NP_083006,NP_001121121
NP_001003948,NP_060403
NP_001028522,NP_060405
NP_766518,NP_060408
NP_808445,NP_060411
NP_796223,NP_001269588
NP_083032,NP_060415
NP_081055,NP_060417
NP_932130,NP_001258804
NP_082299,NP_663747
NP_663491,NP_001253994
NP_079846,NP_060441
NP_081681,NP_060396
NP_001005426,NP_060454
NP_938050,NP_060460
NP_766240,NP_001108488
NP_001074863,NP_060464
NP_083861,NP_060466
NP_001005423,NP_060470
NP_536681,NP_060478
NP_663366,NP_060479
NP_789819,NP_060481
NP_780535,NP_060485
NP_739563,NP_060487
NP_663377,NP_001129689
NP_001139402,NP_060493
NP_084010,NP_060494
NP_694769,NP_060496
NP_766063,NP_060497
NP_001074871,NP_060504
NP_079780,NP_060505
NP_083930,NP_060506
NP_080643,NP_060510
NP_653112,NP_001006635
NP_001192215,NP_060736
NP_080121,NP_060531
NP_080199,NP_001108108
NP_001007590,NP_060534
NP_932129,NP_060543
NP_001074862,NP_060546
NP_084409,NP_060549
NP_659073,NP_001137462
NP_536709,NP_060553
NP_079751,NP_060567
NP_082250,NP_060570
NP_848816,NP_060573
NP_950243,NP_060575
NP_082655,NP_060576
NP_080433,NP_060579
NP_444476,NP_060580
NP_082329,NP_060582
NP_083374,NP_060583
NP_083116,NP_060590
NP_766003,NP_060595
NP_001272381,NP_060596
NP_082569,NP_060601
NP_001093921,NP_060603
NP_849222,NP_060607
NP_081545,NP_060609
NP_083235,NP_060610
NP_001139684,NP_060611
NP_081866,NP_060612
NP_766153,NP_060613
NP_899086,NP_060616
NP_690028,NP_001035706
NP_080015,NP_060620
NP_766447,NP_001092877
NP_620095,NP_001098117
NP_620096,NP_060634
NP_001074720,NP_060783
NP_660255,NP_060641
NP_766601,NP_060644
NP_659194,NP_060646
NP_062299,NP_851997
NP_663405,NP_001275561
NP_001074672,NP_001161328
NP_080287,NP_060654
NP_958752,NP_060656
NP_849534,NP_001164006
NP_082040,NP_060661
NP_775555,NP_060662
NP_598559,NP_001180292
NP_666364,NP_060671
NP_659059,NP_001258792
NP_001004140,NP_001091995
NP_835211,NP_060677
NP_780652,NP_060678
NP_001007570,NP_060685
NP_663512,NP_060687
NP_663546,NP_060691
NP_065631,NP_060692
NP_766305,NP_001154816
NP_067510,NP_060695
NP_766300,NP_060697
NP_653118,NP_060699
NP_001078878,NP_878919
NP_075638,NP_060705
NP_080477,NP_060707
NP_570937,NP_060710
NP_666320,NP_060718
NP_700463,NP_060720
NP_080140,NP_060722
NP_067287,NP_060726
NP_705822,NP_060727
NP_898929,NP_060729
NP_001257917,NP_060733
NP_083148,NP_060735
NP_082755,NP_060740
NP_659050,NP_060743
NP_694801,NP_060745
NP_598444,NP_060749
NP_079958,NP_001035879
NP_766115,NP_060753
NP_080709,NP_001093110
NP_077212,NP_060758
NP_082335,NP_060763
NP_932103,NP_060765
NP_067479,NP_060767
NP_598921,NP_060768
NP_080049,NP_060769
NP_705814,NP_060771
NP_079864,NP_060773
NP_780772,NP_060774
NP_659054,NP_001271335
NP_080530,NP_001186127
NP_079962,NP_060780
NP_653100,NP_060787
NP_080187,NP_060788
NP_083487,NP_060790
NP_080672,NP_060791
NP_666033,NP_001034791
NP_001074812,NP_001242983
NP_001139496,NP_060807
NP_666179,NP_060810
NP_666327,NP_060818
NP_079741,NP_060822
NP_766166,NP_060823
NP_001153835,NP_060824
NP_084274,NP_060826
NP_619609,NP_060829
NP_081068,NP_060831
NP_766272,NP_060834
NP_598485,NP_060836
NP_080995,NP_060838
NP_848798,NP_060839
NP_001034577,NP_060842
NP_079568,NP_060843
NP_082314,NP_060850
NP_783618,NP_060851
NP_848823,NP_001120674
NP_766099,NP_060864
NP_766155,NP_859076
NP_001077386,NP_001035241
NP_598522,NP_060873
NP_742145,NP_060874
NP_079832,NP_060875
NP_277056,NP_060877
NP_080554,NP_060879
NP_941054,NP_060880
NP_071727,NP_060882
NP_068699,NP_060886
NP_766617,NP_060887
NP_849245,NP_060888
NP_941066,NP_001254500
NP_077765,NP_001275919
NP_001157158,NP_060901
NP_766589,NP_001140160
NP_001181960,NP_060910
NP_083035,NP_001185885
NP_077759,NP_060915
NP_082270,NP_060918
NP_001014996,NP_060921
NP_079732,NP_060923
NP_598612,NP_057443
NP_001106872,NP_060926
NP_598698,NP_060932
NP_598688,NP_060933
NP_598768,NP_060934
NP_080638,NP_060935
NP_001139252,NP_060937
NP_080713,NP_996892
NP_001028470,NP_060944
NP_062759,NP_060947
NP_081010,NP_060950
NP_001091741,NP_060957
NP_619620,NP_060959
NP_766259,NP_060960
NP_598568,NP_060979
NP_080094,NP_001107590
NP_065234,NP_061028
NP_080453,NP_061029
NP_940813,NP_001273483
NP_666076,NP_061039
NP_766244,NP_061041
NP_079727,NP_061054
NP_001005767,NP_061092
NP_083526,NP_061108
NP_067381,NP_061113
NP_996883,NP_061119
NP_001192325,NP_061124
NP_065263,NP_061125
NP_085034,NP_001172047
NP_001074575,NP_061129
NP_950194,NP_061130
NP_777279,NP_001158009
NP_067466,NP_061137
NP_835171,NP_061138
NP_671752,NP_061142
NP_062522,NP_061146
NP_109668,NP_061153
NP_001003916,NP_061154
NP_109653,NP_061159
NP_001162139,NP_061161
NP_444485,NP_061166
NP_766370,NP_061168
NP_081823,NP_061169
NP_849203,NP_061170
NP_443209,NP_061172
NP_001074600,NP_061176
NP_001028443,NP_001094284
NP_808437,NP_061182
NP_776292,NP_001129676
NP_114387,NP_061188
NP_666152,NP_061189
NP_067355,NP_061194
NP_062529,NP_061195
NP_034390,NP_004111
NP_061209,NP_976033
NP_061210,NP_981959
NP_061211,NP_001007564
NP_061212,NP_001092257
NP_061220,NP_872604
NP_061229,NP_892021
NP_061247,NP_067018
NP_061270,NP_001257734
NP_001272790,NP_612634
NP_061273,NP_945343
NP_061279,NP_835455
NP_061286,NP_061974
NP_061295,NP_066189
NP_061300,NP_063946
NP_061302,NP_079135
NP_001092769,NP_001035943
NP_001239508,NP_001155313
NP_079827,NP_061326
NP_080400,NP_001186463
NP_080724,NP_001026880
NP_067502,NP_740754
NP_001273431,NP_001177821
NP_061361,NP_079524
NP_061364,NP_001091107
NP_061371,NP_115670
NP_061372,NP_055824
NP_444368,NP_061762
NP_036130,NP_061764
NP_444409,NP_061819
NP_598514,NP_061821
NP_663415,NP_061822
NP_081559,NP_061829
NP_573492,NP_061835
NP_112544,NP_061838
NP_081819,NP_061842
NP_659503,NP_001139737
NP_065609,NP_061848
NP_077143,NP_061854
NP_919325,NP_061859
NP_081745,NP_110446
NP_083049,NP_061863
NP_081284,NP_061865
NP_001156912,NP_001123551
NP_081321,NP_001271169
NP_001030023,NP_001030022
NP_080852,NP_061875
NP_663349,NP_061878
NP_075361,NP_061879
NP_001007579,NP_001009584
NP_848834,NP_061881
NP_076253,NP_061882
NP_659169,NP_001243399
NP_653109,NP_061886
NP_083669,NP_061889
NP_766031,NP_061893
NP_938037,NP_061895
NP_663379,NP_061896
NP_001034572,NP_061899
NP_766182,NP_061903
NP_569715,NP_061908
NP_001020327,NP_061917
NP_666360,NP_001099034
NP_083059,NP_061928
NP_062308,NP_061929
NP_083359,NP_061931
NP_766546,NP_001035536
NP_080062,NP_061935
NP_766388,NP_001138424
NP_659087,NP_061945
NP_080746,NP_001273168
NP_062327,NP_061947
NP_766427,NP_001127847
NP_001028483,NP_061959
NP_083184,NP_061963
NP_112546,NP_061964
NP_062527,NP_061969
NP_780607,NP_061972
NP_543027,NP_061980
NP_082323,NP_061981
NP_064397,NP_061986
NP_613055,NP_061989
NP_766369,NP_061990
NP_666212,NP_116116
NP_034067,NP_005668
NP_034039,NP_001161770
NP_062261,NP_787058
NP_062305,NP_899063
NP_062314,NP_619731
NP_062315,NP_115830
NP_062324,NP_036407
NP_001268883,NP_062550
NP_062359,NP_001004487
NP_062389,NP_001136007
NP_062417,NP_001099039
NP_001243041,NP_001093095
NP_032302,NP_001186675
NP_062509,NP_597724
NP_062515,NP_065102
NP_062521,NP_524558
NP_001074475,NP_062536
NP_001036136,NP_062539
NP_065249,NP_062545
NP_082166,NP_062547
NP_524574,NP_062548
NP_001171265,NP_062551
NP_062670,NP_062555
NP_950178,NP_062558
NP_079742,NP_062563
NP_296369,NP_062565
NP_063928,NP_062571
NP_062617,NP_001129284
NP_062628,NP_659198
NP_062649,NP_110422
NP_001230677,NP_009113
NP_062695,NP_062826
NP_062708,NP_808592
NP_062719,NP_665858
NP_062757,NP_071751
NP_062779,NP_057322
NP_062796,NP_008933
NP_062806,NP_079487
NP_062807,NP_689634
NP_062810,NP_115689
NP_065236,NP_001158164
NP_001007573,NP_062815
NP_001160019,NP_001157973
NP_075885,NP_062819
NP_001243033,NP_001135864
NP_085113,NP_062825
NP_063926,NP_071393
NP_068361,NP_063939
NP_075721,NP_063940
NP_694765,NP_055681
NP_001239379,NP_001035272
NP_064304,NP_068805
NP_064321,NP_064703
NP_064329,NP_055790
NP_064330,NP_665734
NP_001191058,NP_940995
NP_064352,NP_775935
NP_849211,NP_620305
NP_064365,NP_113639
NP_064380,NP_115553
NP_064384,NP_443109
NP_064387,NP_653181
NP_064398,NP_071422
NP_001185973,NP_542417
NP_064417,NP_065082
NP_064427,NP_066013
NP_064435,NP_065697
NP_001005477,NP_064447
NP_067447,NP_919412
NP_115774,NP_112600
NP_766180,NP_001070667
NP_778201,NP_059996
NP_667153,NP_036495
NP_001240648,NP_001121899
NP_082697,NP_064504
NP_942602,NP_064505
NP_579930,NP_064508
NP_083360,NP_064510
NP_081207,NP_064515
NP_443747,NP_001032642
NP_084491,NP_064520
NP_080474,NP_064526
NP_647463,NP_001273974
NP_076320,NP_064538
NP_598510,NP_064539
NP_997103,NP_001164351
NP_443719,NP_064541
NP_065620,NP_064542
NP_001020550,NP_064548
NP_076133,NP_064551
NP_598770,NP_064555
NP_780404,NP_694533
NP_775599,NP_064562
NP_075371,NP_064567
NP_758513,NP_064568
NP_778174,NP_064574
NP_598620,NP_064575
NP_080180,NP_064577
NP_694757,NP_064584
NP_598790,NP_064586
NP_444402,NP_064588
NP_001020784,NP_064590
NP_631881,NP_064593
NP_808408,NP_064596
NP_001192168,NP_064599
NP_663392,NP_064601
NP_079786,NP_064618
NP_081257,NP_001138427
NP_081720,NP_001136040
NP_766197,NP_064628
NP_001135402,NP_064633
NP_064651,NP_057642
NP_064656,NP_065805
NP_001116464,NP_006573
NP_001034475,NP_001124441
NP_064675,NP_683513
NP_001121552,NP_620591
NP_064683,NP_115983
NP_064689,NP_066192
NP_598902,NP_064709
NP_082091,NP_064710
NP_001078845,NP_064714
NP_666145,NP_064715
NP_065062,NP_065171
NP_065065,NP_473368
NP_065066,NP_065759
NP_808326,NP_065069
NP_899031,NP_065071
NP_766014,NP_065077
NP_076015,NP_065078
NP_113573,NP_065081
NP_001019793,NP_065090
NP_079687,NP_065095
NP_076368,NP_065099
NP_852067,NP_065100
NP_075541,NP_065101
NP_083120,NP_065104
NP_067526,NP_057693
NP_613060,NP_065107
NP_001157161,NP_065109
NP_001155884,NP_065110
NP_958743,NP_065111
NP_001186201,NP_065132
NP_001156740,NP_065133
NP_001074846,NP_982354
NP_473383,NP_065137
NP_082475,NP_065138
NP_001152974,NP_065147
NP_075360,NP_001180303
NP_663561,NP_065155
NP_001272931,NP_851607
NP_083886,NP_065157
NP_079747,NP_001035958
NP_081359,NP_001186880
NP_065265,NP_065160
NP_690021,NP_001138528
NP_001033716,NP_065162
NP_766580,NP_001120829
NP_001192005,NP_065166
NP_536702,NP_065168
NP_780512,NP_065169
NP_082662,NP_065170
NP_775613,NP_065176
NP_598558,NP_001073153
NP_001159836,NP_065180
NP_083271,NP_065181
NP_083376,NP_996809
NP_001002268,NP_940971
NP_079973,NP_065189
NP_067488,NP_065190
NP_780573,NP_065199
NP_081673,NP_665804
NP_065243,NP_001106997
NP_065252,NP_071904
NP_076370,NP_115968
NP_666243,NP_065385
NP_001013383,NP_065391
NP_918943,NP_065393
NP_444407,NP_065394
NP_852082,NP_065397
NP_653130,NP_065434
NP_065582,NP_997198
NP_065600,NP_073737
NP_065602,NP_065733
NP_065606,NP_647475
NP_065611,NP_071768
NP_065613,NP_612400
NP_001078884,NP_997219
NP_065619,NP_115883
NP_065629,NP_065698
NP_065630,NP_065706
NP_065635,NP_065696
NP_065641,NP_065693
NP_065647,NP_478066
NP_065651,NP_065716
NP_001272928,NP_941374
NP_075793,NP_065688
NP_073148,NP_065689
NP_076152,NP_065690
NP_001192290,NP_065691
NP_075540,NP_065699
NP_080831,NP_065701
NP_079759,NP_065705
NP_067299,NP_001188390
NP_079669,NP_065723
NP_077756,NP_065724
NP_079695,NP_065747
NP_742048,NP_065749
NP_957678,NP_065761
NP_780637,NP_065778
NP_081697,NP_065799
NP_080501,NP_065802
NP_001153791,NP_065816
NP_766061,NP_065822
NP_001019376,NP_065823
NP_001106833,NP_001106832
NP_659109,NP_065825
NP_473426,NP_065829
NP_766058,NP_001006658
NP_001139272,NP_001128522
NP_001074827,NP_065845
NP_848856,NP_065854
NP_666077,NP_065857
NP_808450,NP_065871
NP_001121556,NP_065875
NP_109650,NP_065877
NP_001104749,NP_065881
NP_084350,NP_065883
NP_898997,NP_065885
NP_001156647,NP_065887
NP_080512,NP_065890
NP_001155007,NP_001123609
NP_775279,NP_065905
NP_758502,NP_065907
NP_001028638,NP_065912
NP_780691,NP_065937
NP_777277,NP_001028733
NP_766204,NP_065941
NP_082174,NP_065946
NP_080468,NP_065949
NP_083624,NP_065950
NP_683729,NP_065955
NP_950190,NP_065975
NP_932154,NP_065976
NP_766604,NP_065978
NP_444431,NP_065983
NP_795946,NP_065986
NP_766280,NP_065995
NP_964000,NP_066012
NP_084126,NP_066273
NP_034334,NP_066276
NP_955396,NP_066300
NP_898887,NP_066360
NP_083795,NP_066361
NP_001028368,NP_066363
NP_080915,NP_066549
NP_082664,NP_066552
NP_084363,NP_066553
NP_722497,NP_066575
NP_001240845,NP_066938
NP_082347,NP_066972
NP_076222,NP_001137407
NP_083424,NP_066979
NP_780302,NP_066981
NP_848707,NP_066983
NP_997466,NP_066988
NP_631893,NP_066991
NP_081472,NP_066996
NP_666167,NP_066997
NP_083391,NP_067002
NP_659082,NP_067011
NP_444429,NP_067012
NP_075884,NP_067020
NP_001155975,NP_067022
NP_001263327,NP_996822
NP_001028539,NP_001186067
NP_660133,NP_001034707
NP_001013595,NP_067041
NP_076333,NP_067042
NP_081200,NP_067043
NP_079785,NP_067050
NP_067295,NP_067052
NP_796334,NP_067063
NP_001160107,NP_067065
NP_001156664,NP_001003693
NP_077788,NP_742013
NP_080778,NP_067077
NP_071859,NP_067080
NP_839988,NP_067081
NP_068565,NP_067082
NP_898977,NP_067083
NP_067261,NP_849191
NP_067267,NP_714928
NP_067285,NP_689618
NP_067300,NP_620161
NP_067317,NP_542402
NP_067322,NP_835465
NP_851388,NP_113656
NP_067352,NP_001013049
NP_067356,NP_620414
NP_067359,NP_542388
NP_067362,NP_001139811
NP_001129199,NP_114098
NP_067369,NP_110403
NP_067371,NP_079515
NP_001073352,NP_612808
NP_001034246,NP_477515
NP_067401,NP_690603
NP_067404,NP_071905
NP_067422,NP_912730
NP_067429,NP_659494
NP_067445,NP_001171926
NP_067481,NP_065921
NP_067506,NP_954592
NP_067516,NP_476435
NP_067521,NP_112509
NP_067525,NP_689905
NP_067535,NP_689627
NP_067621,NP_115875
NP_001116834,NP_067632
NP_001074240,NP_067633
NP_598703,NP_067635
NP_694727,NP_067637
NP_071300,NP_067638
NP_083733,NP_067640
NP_001240665,NP_067643
NP_997617,NP_001240656
NP_080515,NP_067650
NP_081649,NP_001128119
NP_001073293,NP_036339
NP_082032,NP_067679
NP_775570,NP_067681
NP_598582,NP_919431
NP_899120,NP_009155
NP_068358,NP_003046
NP_068363,NP_113662
NP_068690,NP_068373
NP_001273410,NP_068374
NP_081382,NP_068378
NP_932136,NP_001092272
NP_444420,NP_001159687
NP_068554,NP_068575
NP_001154904,NP_001229239
NP_001096837,NP_068557
NP_068562,NP_071428
NP_081941,NP_068566
NP_062411,NP_068568
NP_068687,NP_851565
NP_079749,NP_068578
NP_071314,NP_068589
NP_954692,NP_068591
NP_663548,NP_068593
NP_789801,NP_068595
NP_722491,NP_068602
NP_001041657,NP_068603
NP_780671,NP_065873
NP_085117,NP_003859
NP_001152989,NP_006766
NP_068688,NP_112486
NP_068689,NP_783860
NP_001156832,NP_071399
NP_068692,NP_071433
NP_068697,NP_150601
NP_001157291,NP_068741
NP_473412,NP_068742
NP_796297,NP_068749
NP_080842,NP_001092143
NP_075547,NP_068756
NP_796214,NP_068761
NP_683728,NP_068762
NP_083166,NP_001124178
NP_942598,NP_068781
NP_862896,NP_068815
NP_849173,NP_068834
NP_071287,NP_071286
NP_071290,NP_071289
NP_071292,NP_002009
NP_852085,NP_078895
NP_071298,NP_612639
NP_001139759,NP_001094089
NP_071315,NP_071404
NP_001103808,NP_071319
NP_071719,NP_071327
NP_598853,NP_071328
NP_081461,NP_071330
NP_071872,NP_071332
NP_954859,NP_071338
NP_115932,NP_071347
NP_776116,NP_071349
NP_663407,NP_071353
NP_082458,NP_001167630
NP_766464,NP_071361
NP_619587,NP_071364
NP_663342,NP_110437
NP_659157,NP_071370
NP_848460,NP_001186552
NP_950192,NP_071378
NP_783598,NP_942093
NP_081639,NP_071380
NP_084227,NP_071384
NP_666241,NP_071387
NP_598877,NP_001263430
NP_598652,NP_536856
NP_780763,NP_071394
NP_081780,NP_071397
NP_084112,NP_071400
NP_075859,NP_071407
NP_084302,NP_071415
NP_001075453,NP_071418
NP_075869,NP_001243299
NP_071710,NP_071421
NP_071716,NP_001131077
NP_071717,NP_071427
NP_071718,NP_071434
NP_001128621,NP_001128618
NP_665856,NP_071445
NP_598747,NP_071503
NP_001034790,NP_776214
NP_898843,NP_878267
NP_001074536,NP_570602
NP_031637,NP_203124
NP_083344,NP_071416
NP_573485,NP_071442
NP_001001983,NP_477352
NP_848732,NP_071746
NP_071704,NP_074036
NP_082353,NP_071733
NP_081748,NP_071739
NP_001025463,NP_071753
NP_001166843,NP_775183
NP_071853,NP_073210
NP_071854,NP_660331
NP_071862,NP_112188
NP_071863,NP_001129516
NP_071864,NP_078803
NP_071880,NP_001003845
NP_067288,NP_071898
NP_631945,NP_071926
NP_083262,NP_071927
NP_083266,NP_001274426
NP_081125,NP_001070993
NP_001156760,NP_071931
NP_079854,NP_071942
NP_072087,NP_072091
NP_109630,NP_072088
NP_775591,NP_072089
NP_861417,NP_072093
NP_001012783,NP_899200
NP_032868,NP_001230115
NP_034951,NP_001034485
NP_821171,NP_149097
NP_082160,NP_072174
NP_073145,NP_665893
NP_542764,NP_775798
NP_201581,NP_073557
NP_001258401,NP_766638
NP_001025161,NP_073571
NP_573488,NP_073572
NP_080089,NP_073573
NP_659184,NP_001164106
NP_663565,NP_073581
NP_766481,NP_073587
NP_001028617,NP_001229338
NP_001161978,NP_073589
NP_081586,NP_073593
NP_001108013,NP_073597
NP_075972,NP_073598
NP_775274,NP_001128567
NP_001159954,NP_073601
NP_612188,NP_001273542
NP_663450,NP_073603
NP_776288,NP_073606
NP_079982,NP_073608
NP_849250,NP_149977
NP_080349,NP_073614
NP_653110,NP_073615
NP_001264796,NP_073619
NP_084344,NP_001026885
NP_084222,NP_073622
NP_081847,NP_795345
NP_659076,NP_001245301
NP_001156485,NP_073739
NP_473396,NP_073740
NP_859421,NP_073742
NP_666231,NP_073744
NP_680085,NP_073745
NP_001028708,NP_073752
NP_598735,NP_073753
NP_848800,NP_073754
NP_001025044,NP_001073890
NP_073146,NP_004127
NP_075019,NP_570138
NP_075026,NP_001186135
NP_001229863,NP_075044
NP_082487,NP_001273121
NP_081769,NP_075050
NP_663373,NP_075051
NP_001161947,NP_001275544
NP_081565,NP_001127703
NP_082763,NP_001120708
NP_001074679,NP_075066
NP_084205,NP_075067
NP_082619,NP_075069
NP_064428,NP_054865
NP_075358,NP_075380
NP_075362,NP_001010844
NP_075363,NP_149123
NP_075365,NP_689735
NP_001074664,NP_002883
