from(10090),to(9606)
ENSMUSP00000026997,ENSP00000421926
ENSMUSP00000006137,ENSP00000246957
ENSMUSP00000032065,ENSP00000387654
ENSMUSP00000110454,ENSP00000337510
ENSMUSP00000013882,ENSP00000412499
ENSMUSP00000034738,ENSP00000260443
ENSMUSP00000004574,ENSP00000265028
ENSMUSP00000074115,ENSP00000386732
ENSMUSP00000130767,ENSP00000441197
ENSMUSP00000049342,ENSP00000324343
ENSMUSP00000056744,ENSP00000378235
ENSMUSP00000141446,ENSP00000325634
ENSMUSP00000130604,ENSP00000360431
ENSMUSP00000032073,ENSP00000272425
ENSMUSP00000045023,ENSP00000217159
ENSMUSP00000063650,ENSP00000367715
ENSMUSP00000073371,ENSP00000340184
ENSMUSP00000022095,ENSP00000481396
ENSMUSP00000069567,ENSP00000335074
ENSMUSP00000108503,ENSP00000340939
ENSMUSP00000118751,ENSP00000459775
ENSMUSP00000004829,ENSP00000357012
ENSMUSP00000044955,ENSP00000261875
ENSMUSP00000104703,ENSP00000499018
ENSMUSP00000117946,ENSP00000401155
ENSMUSP00000004200,ENSP00000475615
ENSMUSP00000078914,ENSP00000356982
ENSMUSP00000029005,ENSP00000349906
ENSMUSP00000028990,ENSP00000217372
ENSMUSP00000134781,ENSP00000265981
ENSMUSP00000126854,ENSP00000354206
ENSMUSP00000061893,ENSP00000225941
ENSMUSP00000043138,ENSP00000363124
ENSMUSP00000021302,ENSP00000253410
ENSMUSP00000002275,ENSP00000324636
ENSMUSP00000108117,ENSP00000280527
ENSMUSP00000080683,ENSP00000261681
ENSMUSP00000035218,ENSP00000294129
ENSMUSP00000128185,ENSP00000356301
ENSMUSP00000131192,ENSP00000291281
ENSMUSP00000054307,ENSP00000302543
ENSMUSP00000025568,ENSP00000278826
ENSMUSP00000001172,ENSP00000377170
ENSMUSP00000002757,ENSP00000374562
ENSMUSP00000039190,ENSP00000255174
ENSMUSP00000057939,ENSP00000450420
ENSMUSP00000049280,ENSP00000373304
ENSMUSP00000061370,ENSP00000450749
ENSMUSP00000051068,ENSP00000239666
ENSMUSP00000102087,ENSP00000361095
ENSMUSP00000042762,ENSP00000378947
ENSMUSP00000031793,ENSP00000476480
ENSMUSP00000030365,ENSP00000354086
ENSMUSP00000066128,ENSP00000306906
ENSMUSP00000137280,ENSP00000368602
ENSMUSP00000134220,ENSP00000215555
ENSMUSP00000115319,ENSP00000334844
ENSMUSP00000033577,ENSP00000362456
ENSMUSP00000025278,ENSP00000225969
ENSMUSP00000027532,ENSP00000254663
ENSMUSP00000047065,ENSP00000326407
ENSMUSP00000028205,ENSP00000361524
ENSMUSP00000080284,ENSP00000347538
ENSMUSP00000072643,ENSP00000297661
ENSMUSP00000108331,ENSP00000307552
ENSMUSP00000020986,ENSP00000264711
ENSMUSP00000042883,ENSP00000266542
ENSMUSP00000045650,ENSP00000342322
ENSMUSP00000108622,ENSP00000385887
ENSMUSP00000141387,ENSP00000263962
ENSMUSP00000023365,ENSP00000261658
ENSMUSP00000082580,ENSP00000220062
ENSMUSP00000053727,ENSP00000347919
ENSMUSP00000059871,ENSP00000359691
ENSMUSP00000045676,ENSP00000203556
ENSMUSP00000096994,ENSP00000376615
ENSMUSP00000002379,ENSP00000301458
ENSMUSP00000025311,ENSP00000231484
ENSMUSP00000021416,ENSP00000399718
ENSMUSP00000040900,ENSP00000484055
ENSMUSP00000002925,ENSP00000418803
ENSMUSP00000130073,ENSP00000275016
ENSMUSP00000003445,ENSP00000449751
ENSMUSP00000117392,ENSP00000395502
ENSMUSP00000029761,ENSP00000306997
ENSMUSP00000038199,ENSP00000033079
ENSMUSP00000037034,ENSP00000403705
ENSMUSP00000080518,ENSP00000439032
ENSMUSP00000108823,ENSP00000361917
ENSMUSP00000029567,ENSP00000377396
ENSMUSP00000035660,ENSP00000367440
ENSMUSP00000066779,ENSP00000339260
ENSMUSP00000089358,ENSP00000199447
ENSMUSP00000118478,ENSP00000239878
ENSMUSP00000130252,ENSP00000340083
ENSMUSP00000088074,ENSP00000398824
ENSMUSP00000066493,ENSP00000338389
ENSMUSP00000066359,ENSP00000429499
ENSMUSP00000089463,ENSP00000385610
ENSMUSP00000159063,ENSP00000376481
ENSMUSP00000034955,ENSP00000404111
ENSMUSP00000113835,ENSP00000328992
ENSMUSP00000031351,ENSP00000313422
ENSMUSP00000022245,ENSP00000424328
ENSMUSP00000117169,ENSP00000337439
ENSMUSP00000114070,ENSP00000340914
ENSMUSP00000041294,ENSP00000431124
ENSMUSP00000100026,ENSP00000368265
ENSMUSP00000023154,ENSP00000295522
ENSMUSP00000054219,ENSP00000336571
ENSMUSP00000030198,ENSP00000367202
ENSMUSP00000025562,ENSP00000378295
ENSMUSP00000014686,ENSP00000272367
ENSMUSP00000072175,ENSP00000354111
ENSMUSP00000027499,ENSP00000314132
ENSMUSP00000138387,ENSP00000469493
ENSMUSP00000132095,ENSP00000444352
ENSMUSP00000028347,ENSP00000294904
ENSMUSP00000085632,ENSP00000229243
ENSMUSP00000063054,ENSP00000306496
ENSMUSP00000064545,ENSP00000360305
ENSMUSP00000104132,ENSP00000300862
ENSMUSP00000079395,ENSP00000371846
ENSMUSP00000104238,ENSP00000396638
ENSMUSP00000136327,ENSP00000378087
ENSMUSP00000013845,ENSP00000464522
ENSMUSP00000028783,ENSP00000342098
ENSMUSP00000049168,ENSP00000418693
ENSMUSP00000109761,ENSP00000305810
ENSMUSP00000061843,ENSP00000262376
ENSMUSP00000053700,ENSP00000249284
ENSMUSP00000090886,ENSP00000219255
ENSMUSP00000113683,ENSP00000349677
ENSMUSP00000034342,ENSP00000264001
ENSMUSP00000128247,ENSP00000362393
ENSMUSP00000061408,ENSP00000371785
ENSMUSP00000131318,ENSP00000375649
ENSMUSP00000059587,ENSP00000241125
ENSMUSP00000045409,ENSP00000362824
ENSMUSP00000112283,ENSP00000305682
ENSMUSP00000001699,ENSP00000307321
ENSMUSP00000108686,ENSP00000361663
ENSMUSP00000029909,ENSP00000254759
ENSMUSP00000105945,ENSP00000265000
ENSMUSP00000035281,ENSP00000472816
ENSMUSP00000057999,ENSP00000494127
ENSMUSP00000127919,ENSP00000302537
ENSMUSP00000030091,ENSP00000363286
ENSMUSP00000156198,ENSP00000284881
ENSMUSP00000026436,ENSP00000316338
ENSMUSP00000031222,ENSP00000379383
ENSMUSP00000055229,ENSP00000347997
ENSMUSP00000070878,ENSP00000295727
ENSMUSP00000003219,ENSP00000289382
ENSMUSP00000038924,ENSP00000263578
ENSMUSP00000002885,ENSP00000199448
ENSMUSP00000018988,ENSP00000158009
ENSMUSP00000036076,ENSP00000296318
ENSMUSP00000020938,ENSP00000468308
ENSMUSP00000042026,ENSP00000244204
ENSMUSP00000101763,ENSP00000352676
ENSMUSP00000031108,ENSP00000312663
ENSMUSP00000037939,ENSP00000292211
ENSMUSP00000099633,ENSP00000299413
ENSMUSP00000023282,ENSP00000216075
ENSMUSP00000110074,ENSP00000348300
ENSMUSP00000105181,ENSP00000345793
ENSMUSP00000017981,ENSP00000377463
ENSMUSP00000037955,ENSP00000410083
ENSMUSP00000034739,ENSP00000452732
ENSMUSP00000125300,ENSP00000358019
ENSMUSP00000089792,ENSP00000391432
ENSMUSP00000098134,ENSP00000292566
ENSMUSP00000122056,ENSP00000403313
ENSMUSP00000148441,ENSP00000427108
ENSMUSP00000114489,ENSP00000221200
ENSMUSP00000072662,ENSP00000331983
ENSMUSP00000070504,ENSP00000369871
ENSMUSP00000096972,ENSP00000358894
ENSMUSP00000101164,ENSP00000265602
ENSMUSP00000036778,ENSP00000387071
ENSMUSP00000032566,ENSP00000012049
ENSMUSP00000070229,ENSP00000353463
ENSMUSP00000037443,ENSP00000396672
ENSMUSP00000033905,ENSP00000267339
ENSMUSP00000072138,ENSP00000360017
ENSMUSP00000047616,ENSP00000217289
ENSMUSP00000028843,ENSP00000495860
ENSMUSP00000074416,ENSP00000375067
ENSMUSP00000030088,ENSP00000363298
ENSMUSP00000070606,ENSP00000453273
ENSMUSP00000110357,ENSP00000257336
ENSMUSP00000122881,ENSP00000376141
ENSMUSP00000103947,ENSP00000351168
ENSMUSP00000151079,ENSP00000440396
ENSMUSP00000034817,ENSP00000378803
ENSMUSP00000039010,ENSP00000351100
ENSMUSP00000114397,ENSP00000263266
ENSMUSP00000019503,ENSP00000414019
ENSMUSP00000070778,ENSP00000269919
ENSMUSP00000142823,ENSP00000296149
ENSMUSP00000105706,ENSP00000338624
ENSMUSP00000112919,ENSP00000296088
ENSMUSP00000038130,ENSP00000471052
ENSMUSP00000075453,ENSP00000299174
ENSMUSP00000144615,ENSP00000238788
ENSMUSP00000056805,ENSP00000334849
ENSMUSP00000006851,ENSP00000350094
ENSMUSP00000044693,ENSP00000263174
ENSMUSP00000130491,ENSP00000370021
ENSMUSP00000102107,ENSP00000361052
ENSMUSP00000113974,ENSP00000269499
ENSMUSP00000111175,ENSP00000367705
ENSMUSP00000006053,ENSP00000506463
ENSMUSP00000110499,ENSP00000192788
ENSMUSP00000105321,ENSP00000264670
ENSMUSP00000049116,ENSP00000382091
ENSMUSP00000081889,ENSP00000348657
ENSMUSP00000030436,ENSP00000334840
ENSMUSP00000032736,ENSP00000402537
ENSMUSP00000112978,ENSP00000366221
ENSMUSP00000071956,ENSP00000359990
ENSMUSP00000152987,ENSP00000348472
ENSMUSP00000006353,ENSP00000274695
ENSMUSP00000054367,ENSP00000261647
ENSMUSP00000043790,ENSP00000376827
ENSMUSP00000113216,ENSP00000412292
ENSMUSP00000090882,ENSP00000265295
ENSMUSP00000153759,ENSP00000403544
ENSMUSP00000096975,ENSP00000414721
ENSMUSP00000035569,ENSP00000238667
ENSMUSP00000095602,ENSP00000369599
ENSMUSP00000037808,ENSP00000359364
ENSMUSP00000035007,ENSP00000205636
ENSMUSP00000062429,ENSP00000222145
ENSMUSP00000070149,ENSP00000262570
ENSMUSP00000082013,ENSP00000262644
ENSMUSP00000002413,ENSP00000162044
ENSMUSP00000022784,ENSP00000441026
ENSMUSP00000033900,ENSP00000267328
ENSMUSP00000030895,ENSP00000270708
ENSMUSP00000058954,ENSP00000312356
ENSMUSP00000024078,ENSP00000351813
ENSMUSP00000099677,ENSP00000362273
ENSMUSP00000029369,ENSP00000421868
ENSMUSP00000069078,ENSP00000267935
ENSMUSP00000031038,ENSP00000264312
ENSMUSP00000132288,ENSP00000371373
ENSMUSP00000036690,ENSP00000258538
ENSMUSP00000022099,ENSP00000283415
ENSMUSP00000128915,ENSP00000300151
ENSMUSP00000013693,ENSP00000370984
ENSMUSP00000073082,ENSP00000364324
ENSMUSP00000035434,ENSP00000258439
ENSMUSP00000070098,ENSP00000261888
ENSMUSP00000034159,ENSP00000268483
ENSMUSP00000019302,ENSP00000253047
ENSMUSP00000085137,ENSP00000505429
ENSMUSP00000088324,ENSP00000357922
ENSMUSP00000141122,ENSP00000296333
ENSMUSP00000103955,ENSP00000430338
ENSMUSP00000126674,ENSP00000391200
ENSMUSP00000135483,ENSP00000312599
ENSMUSP00000030901,ENSP00000413493
ENSMUSP00000043462,ENSP00000277458
ENSMUSP00000058680,ENSP00000345528
ENSMUSP00000109330,ENSP00000264434
ENSMUSP00000034776,ENSP00000249806
ENSMUSP00000033506,ENSP00000365919
ENSMUSP00000024697,ENSP00000248089
ENSMUSP00000066715,ENSP00000355880
ENSMUSP00000042188,ENSP00000448083
ENSMUSP00000035326,ENSP00000299163
ENSMUSP00000033131,ENSP00000278671
ENSMUSP00000039073,ENSP00000472802
ENSMUSP00000023069,ENSP00000395892
ENSMUSP00000060421,ENSP00000371278
ENSMUSP00000148186,ENSP00000262265
ENSMUSP00000021410,ENSP00000261475
ENSMUSP00000020312,ENSP00000362144
ENSMUSP00000103348,ENSP00000259400
ENSMUSP00000047702,ENSP00000322238
ENSMUSP00000085921,ENSP00000382648
ENSMUSP00000127716,ENSP00000375907
ENSMUSP00000035484,ENSP00000320509
ENSMUSP00000064511,ENSP00000310110
ENSMUSP00000042025,ENSP00000351937
ENSMUSP00000147619,ENSP00000433146
ENSMUSP00000023344,ENSP00000417654
ENSMUSP00000063609,ENSP00000261326
ENSMUSP00000018522,ENSP00000462717
ENSMUSP00000058901,ENSP00000337226
ENSMUSP00000027297,ENSP00000386410
ENSMUSP00000030942,ENSP00000341082
ENSMUSP00000152284,ENSP00000261530
ENSMUSP00000048730,ENSP00000381109
ENSMUSP00000046639,ENSP00000288050
ENSMUSP00000010597,ENSP00000396749
ENSMUSP00000067501,ENSP00000340668
ENSMUSP00000032839,ENSP00000456340
ENSMUSP00000041878,ENSP00000263268
ENSMUSP00000022262,ENSP00000283268
ENSMUSP00000047105,ENSP00000266556
ENSMUSP00000039493,ENSP00000383059
ENSMUSP00000108653,ENSP00000361628
ENSMUSP00000113457,ENSP00000358293
ENSMUSP00000042919,ENSP00000394899
ENSMUSP00000111222,ENSP00000306983
ENSMUSP00000064622,ENSP00000287387
ENSMUSP00000025786,ENSP00000316454
ENSMUSP00000089079,ENSP00000350032
ENSMUSP00000037340,ENSP00000265107
ENSMUSP00000083115,ENSP00000221943
ENSMUSP00000037441,ENSP00000353010
ENSMUSP00000065009,ENSP00000355902
ENSMUSP00000102050,ENSP00000289968
ENSMUSP00000132515,ENSP00000326063
ENSMUSP00000029480,ENSP00000359042
ENSMUSP00000004120,ENSP00000385021
ENSMUSP00000081322,ENSP00000257787
ENSMUSP00000080813,ENSP00000300747
ENSMUSP00000092810,ENSP00000263736
ENSMUSP00000047825,ENSP00000397219
ENSMUSP00000060344,ENSP00000472305
ENSMUSP00000117299,ENSP00000260372
ENSMUSP00000042343,ENSP00000360107
ENSMUSP00000113603,ENSP00000378093
ENSMUSP00000042464,ENSP00000254250
ENSMUSP00000001900,ENSP00000337475
ENSMUSP00000025077,ENSP00000263063
ENSMUSP00000043554,ENSP00000344277
ENSMUSP00000030127,ENSP00000363824
ENSMUSP00000023736,ENSP00000267102
ENSMUSP00000029125,ENSP00000276569
ENSMUSP00000040531,ENSP00000355060
ENSMUSP00000042852,ENSP00000422473
ENSMUSP00000093802,ENSP00000360540
ENSMUSP00000082270,ENSP00000311827
ENSMUSP00000102177,ENSP00000359095
ENSMUSP00000021356,ENSP00000298292
ENSMUSP00000037788,ENSP00000264935
ENSMUSP00000113343,ENSP00000053468
ENSMUSP00000034328,ENSP00000381064
ENSMUSP00000054963,ENSP00000314608
ENSMUSP00000042882,ENSP00000306080
ENSMUSP00000112404,ENSP00000318423
ENSMUSP00000030439,ENSP00000354872
ENSMUSP00000080643,ENSP00000262547
ENSMUSP00000082302,ENSP00000320688
ENSMUSP00000032427,ENSP00000261191
ENSMUSP00000107727,ENSP00000378307
ENSMUSP00000020500,ENSP00000258530
ENSMUSP00000019405,ENSP00000325313
ENSMUSP00000040436,ENSP00000371548
ENSMUSP00000032335,ENSP00000440440
ENSMUSP00000073384,ENSP00000463296
ENSMUSP00000066808,ENSP00000473665
ENSMUSP00000032196,ENSP00000256496
ENSMUSP00000030903,ENSP00000368031
ENSMUSP00000037030,ENSP00000367552
ENSMUSP00000038056,ENSP00000316881
ENSMUSP00000043049,ENSP00000313140
ENSMUSP00000048426,ENSP00000361731
ENSMUSP00000038297,ENSP00000356124
ENSMUSP00000039518,ENSP00000367276
ENSMUSP00000039121,ENSP00000291416
ENSMUSP00000114272,ENSP00000356170
ENSMUSP00000040929,ENSP00000318131
ENSMUSP00000041202,ENSP00000363616
ENSMUSP00000054452,ENSP00000379364
ENSMUSP00000033030,ENSP00000334008
ENSMUSP00000014812,ENSP00000392395
ENSMUSP00000030117,ENSP00000380336
ENSMUSP00000035328,ENSP00000313454
ENSMUSP00000046536,ENSP00000261558
ENSMUSP00000108260,ENSP00000376822
ENSMUSP00000025546,ENSP00000325548
ENSMUSP00000151895,ENSP00000265872
ENSMUSP00000125525,ENSP00000352138
ENSMUSP00000041909,ENSP00000264596
ENSMUSP00000045552,ENSP00000429065
ENSMUSP00000027940,ENSP00000261455
ENSMUSP00000027173,ENSP00000261015
ENSMUSP00000106869,ENSP00000039989
ENSMUSP00000117384,ENSP00000391447
ENSMUSP00000113785,ENSP00000356311
ENSMUSP00000127747,ENSP00000359518
ENSMUSP00000070405,ENSP00000293261
ENSMUSP00000046898,ENSP00000324741
ENSMUSP00000089808,ENSP00000266673
ENSMUSP00000022507,ENSP00000343966
ENSMUSP00000039537,ENSP00000258662
ENSMUSP00000090464,ENSP00000465638
ENSMUSP00000024657,ENSP00000341805
ENSMUSP00000074482,ENSP00000275767
ENSMUSP00000022310,ENSP00000280700
ENSMUSP00000038801,ENSP00000359621
ENSMUSP00000112741,ENSP00000473561
ENSMUSP00000033810,ENSP00000361557
ENSMUSP00000021785,ENSP00000230449
ENSMUSP00000060803,ENSP00000262293
ENSMUSP00000072704,ENSP00000264728
ENSMUSP00000023431,ENSP00000377700
ENSMUSP00000033877,ENSP00000220659
ENSMUSP00000040585,ENSP00000264866
ENSMUSP00000032441,ENSP00000445660
ENSMUSP00000094396,ENSP00000354571
ENSMUSP00000022855,ENSP00000338862
ENSMUSP00000110739,ENSP00000367473
ENSMUSP00000103762,ENSP00000482753
ENSMUSP00000104206,ENSP00000338860
ENSMUSP00000093992,ENSP00000371193
ENSMUSP00000060558,ENSP00000411148
ENSMUSP00000026681,ENSP00000351380
ENSMUSP00000052109,ENSP00000309790
ENSMUSP00000060017,ENSP00000400552
ENSMUSP00000055656,ENSP00000326879
ENSMUSP00000034051,ENSP00000264689
ENSMUSP00000117025,ENSP00000285518
ENSMUSP00000069246,ENSP00000261441
ENSMUSP00000071840,ENSP00000318128
ENSMUSP00000140783,ENSP00000497690
ENSMUSP00000059291,ENSP00000265036
ENSMUSP00000096346,ENSP00000358778
ENSMUSP00000129224,ENSP00000256366
ENSMUSP00000058950,ENSP00000332340
ENSMUSP00000045384,ENSP00000253110
ENSMUSP00000133204,ENSP00000337405
ENSMUSP00000065282,ENSP00000273359
ENSMUSP00000021030,ENSP00000309610
ENSMUSP00000051627,ENSP00000299333
ENSMUSP00000022535,ENSP00000476386
ENSMUSP00000021050,ENSP00000329468
ENSMUSP00000033839,ENSP00000304327
ENSMUSP00000022867,ENSP00000428409
ENSMUSP00000106010,ENSP00000332681
ENSMUSP00000054263,ENSP00000414109
ENSMUSP00000057326,ENSP00000377097
ENSMUSP00000003238,ENSP00000162391
ENSMUSP00000027852,ENSP00000356825
ENSMUSP00000045827,ENSP00000377176
ENSMUSP00000081670,ENSP00000481721
ENSMUSP00000034365,ENSP00000457241
ENSMUSP00000029075,ENSP00000262593
ENSMUSP00000128789,ENSP00000386516
ENSMUSP00000124529,ENSP00000220597
ENSMUSP00000027856,ENSP00000356814
ENSMUSP00000099301,ENSP00000433541
ENSMUSP00000020315,ENSP00000442318
ENSMUSP00000065949,ENSP00000371308
ENSMUSP00000123698,ENSP00000250454
ENSMUSP00000068713,ENSP00000453403
ENSMUSP00000110477,ENSP00000273668
ENSMUSP00000041644,ENSP00000432472
ENSMUSP00000001559,ENSP00000228799
ENSMUSP00000043559,ENSP00000363041
ENSMUSP00000120466,ENSP00000223864
ENSMUSP00000105680,ENSP00000263897
ENSMUSP00000025957,ENSP00000354688
ENSMUSP00000096884,ENSP00000479542
ENSMUSP00000021479,ENSP00000254286
ENSMUSP00000032843,ENSP00000351737
ENSMUSP00000131775,ENSP00000004103
ENSMUSP00000088451,ENSP00000376204
ENSMUSP00000047325,ENSP00000368516
ENSMUSP00000021239,ENSP00000225972
ENSMUSP00000021135,ENSP00000373657
ENSMUSP00000033711,ENSP00000469332
ENSMUSP00000022585,ENSP00000368447
ENSMUSP00000024779,ENSP00000507239
ENSMUSP00000059669,ENSP00000274000
ENSMUSP00000027185,ENSP00000194530
ENSMUSP00000060349,ENSP00000364219
ENSMUSP00000045361,ENSP00000325421
ENSMUSP00000032413,ENSP00000266517
ENSMUSP00000038636,ENSP00000244709
ENSMUSP00000020283,ENSP00000362352
ENSMUSP00000032327,ENSP00000228887
ENSMUSP00000052968,ENSP00000376278
ENSMUSP00000141951,ENSP00000326240
ENSMUSP00000073244,ENSP00000303550
ENSMUSP00000064422,ENSP00000340494
ENSMUSP00000095914,ENSP00000403888
ENSMUSP00000069255,ENSP00000219334
ENSMUSP00000032749,ENSP00000327650
ENSMUSP00000047927,ENSP00000467882
ENSMUSP00000067701,ENSP00000258613
ENSMUSP00000104837,ENSP00000244061
ENSMUSP00000041236,ENSP00000363972
ENSMUSP00000063277,ENSP00000220244
ENSMUSP00000104478,ENSP00000341597
ENSMUSP00000041793,ENSP00000269466
ENSMUSP00000108536,ENSP00000218004
ENSMUSP00000031976,ENSP00000264808
ENSMUSP00000037978,ENSP00000282369
ENSMUSP00000064775,ENSP00000370713
ENSMUSP00000092769,ENSP00000263035
ENSMUSP00000124782,ENSP00000381102
ENSMUSP00000046191,ENSP00000265840
ENSMUSP00000031810,ENSP00000223208
ENSMUSP00000021592,ENSP00000383986
ENSMUSP00000027673,ENSP00000356065
ENSMUSP00000016110,ENSP00000288167
ENSMUSP00000132435,ENSP00000359497
ENSMUSP00000034763,ENSP00000297157
ENSMUSP00000036974,ENSP00000366923
ENSMUSP00000026557,ENSP00000372210
ENSMUSP00000027688,ENSP00000462099
ENSMUSP00000031227,ENSP00000340796
ENSMUSP00000024699,ENSP00000328674
ENSMUSP00000088196,ENSP00000476507
ENSMUSP00000029441,ENSP00000228567
ENSMUSP00000028068,ENSP00000365687
ENSMUSP00000157744,ENSP00000506746
ENSMUSP00000111359,ENSP00000471299
ENSMUSP00000101271,ENSP00000367432
ENSMUSP00000104872,ENSP00000418290
ENSMUSP00000020209,ENSP00000330737
ENSMUSP00000029165,ENSP00000362958
ENSMUSP00000030841,ENSP00000343273
ENSMUSP00000105716,ENSP00000246062
ENSMUSP00000028883,ENSP00000442259
ENSMUSP00000103222,ENSP00000484715
ENSMUSP00000063719,ENSP00000387498
ENSMUSP00000090613,ENSP00000323118
ENSMUSP00000075376,ENSP00000263666
ENSMUSP00000061087,ENSP00000231136
ENSMUSP00000030018,ENSP00000210444
ENSMUSP00000030811,ENSP00000366702
ENSMUSP00000046920,ENSP00000323516
ENSMUSP00000099941,ENSP00000298546
ENSMUSP00000023660,ENSP00000331734
ENSMUSP00000024791,ENSP00000362205
ENSMUSP00000065533,ENSP00000331600
ENSMUSP00000053837,ENSP00000297146
ENSMUSP00000052170,ENSP00000300086
ENSMUSP00000028392,ENSP00000264065
ENSMUSP00000070610,ENSP00000245105
ENSMUSP00000013294,ENSP00000268797
ENSMUSP00000033427,ENSP00000349359
ENSMUSP00000017090,ENSP00000301738
ENSMUSP00000126897,ENSP00000399797
ENSMUSP00000087478,ENSP00000361160
ENSMUSP00000022881,ENSP00000304642
ENSMUSP00000075957,ENSP00000272342
ENSMUSP00000039301,ENSP00000339881
ENSMUSP00000069228,ENSP00000261749
ENSMUSP00000057277,ENSP00000440648
ENSMUSP00000023048,ENSP00000327124
ENSMUSP00000001950,ENSP00000314733
ENSMUSP00000084904,ENSP00000404296
ENSMUSP00000021164,ENSP00000459235
ENSMUSP00000017255,ENSP00000264651
ENSMUSP00000048516,ENSP00000309794
ENSMUSP00000025515,ENSP00000299608
ENSMUSP00000071521,ENSP00000409324
ENSMUSP00000142042,ENSP00000356856
ENSMUSP00000035244,ENSP00000251636
ENSMUSP00000039245,ENSP00000355082
ENSMUSP00000043442,ENSP00000365477
ENSMUSP00000099959,ENSP00000304945
ENSMUSP00000112320,ENSP00000509334
ENSMUSP00000020308,ENSP00000307305
ENSMUSP00000041227,ENSP00000371577
ENSMUSP00000111780,ENSP00000364263
ENSMUSP00000038972,ENSP00000376421
ENSMUSP00000041307,ENSP00000370395
ENSMUSP00000036964,ENSP00000379502
ENSMUSP00000099575,ENSP00000249749
ENSMUSP00000025983,ENSP00000435373
ENSMUSP00000107598,ENSP00000352172
ENSMUSP00000061679,ENSP00000403208
ENSMUSP00000107551,ENSP00000234453
ENSMUSP00000024748,ENSP00000303997
ENSMUSP00000069212,ENSP00000349805
ENSMUSP00000019723,ENSP00000262947
ENSMUSP00000002280,ENSP00000270066
ENSMUSP00000033099,ENSP00000471477
ENSMUSP00000033158,ENSP00000379217
ENSMUSP00000038080,ENSP00000362211
ENSMUSP00000041347,ENSP00000358865
ENSMUSP00000107658,ENSP00000373298
ENSMUSP00000102512,ENSP00000319635
ENSMUSP00000087047,ENSP00000332049
ENSMUSP00000050862,ENSP00000303148
ENSMUSP00000131243,ENSP00000354608
ENSMUSP00000110134,ENSP00000376896
ENSMUSP00000137837,ENSP00000227348
ENSMUSP00000060230,ENSP00000367219
ENSMUSP00000097318,ENSP00000339374
ENSMUSP00000055001,ENSP00000281047
ENSMUSP00000099609,ENSP00000363421
ENSMUSP00000019749,ENSP00000409026
ENSMUSP00000092408,ENSP00000361721
ENSMUSP00000031719,ENSP00000265825
ENSMUSP00000078808,ENSP00000316007
ENSMUSP00000110274,ENSP00000365637
ENSMUSP00000050277,ENSP00000371932
ENSMUSP00000093197,ENSP00000351075
ENSMUSP00000028897,ENSP00000369979
ENSMUSP00000145975,ENSP00000244314
ENSMUSP00000032129,ENSP00000367172
ENSMUSP00000124282,ENSP00000363921
ENSMUSP00000031354,ENSP00000280560
ENSMUSP00000038591,ENSP00000378330
ENSMUSP00000074113,ENSP00000342538
ENSMUSP00000091301,ENSP00000352323
ENSMUSP00000022767,ENSP00000298717
ENSMUSP00000034000,ENSP00000490272
ENSMUSP00000125752,ENSP00000418317
ENSMUSP00000112504,ENSP00000296388
ENSMUSP00000031422,ENSP00000394394
ENSMUSP00000050076,ENSP00000253003
ENSMUSP00000089169,ENSP00000365550
ENSMUSP00000073860,ENSP00000360757
ENSMUSP00000045948,ENSP00000264230
ENSMUSP00000048358,ENSP00000433290
ENSMUSP00000031901,ENSP00000265310
ENSMUSP00000136768,ENSP00000380659
ENSMUSP00000097667,ENSP00000314946
ENSMUSP00000072818,ENSP00000377212
ENSMUSP00000034014,ENSP00000180166
ENSMUSP00000043222,ENSP00000276055
ENSMUSP00000107214,ENSP00000499058
ENSMUSP00000088796,ENSP00000508822
ENSMUSP00000125497,ENSP00000377735
ENSMUSP00000130811,ENSP00000424183
ENSMUSP00000029416,ENSP00000295926
ENSMUSP00000105363,ENSP00000251472
ENSMUSP00000008684,ENSP00000379512
ENSMUSP00000017590,ENSP00000340864
ENSMUSP00000026988,ENSP00000308496
ENSMUSP00000109671,ENSP00000348984
ENSMUSP00000077150,ENSP00000472308
ENSMUSP00000008445,ENSP00000297540
ENSMUSP00000019229,ENSP00000290663
ENSMUSP00000135398,ENSP00000354553
ENSMUSP00000028787,ENSP00000290417
ENSMUSP00000157671,ENSP00000306163
ENSMUSP00000150272,ENSP00000319623
ENSMUSP00000037702,ENSP00000435770
ENSMUSP00000084005,ENSP00000359474
ENSMUSP00000022428,ENSP00000451624
ENSMUSP00000035404,ENSP00000252590
ENSMUSP00000147737,ENSP00000334538
ENSMUSP00000030254,ENSP00000360104
ENSMUSP00000097727,ENSP00000306974
ENSMUSP00000125393,ENSP00000368462
ENSMUSP00000144312,ENSP00000242351
ENSMUSP00000037930,ENSP00000259253
ENSMUSP00000158318,ENSP00000360184
ENSMUSP00000067527,ENSP00000289707
ENSMUSP00000058631,ENSP00000319914
ENSMUSP00000132954,ENSP00000381140
ENSMUSP00000021832,ENSP00000370150
ENSMUSP00000088035,ENSP00000342148
ENSMUSP00000028214,ENSP00000361634
ENSMUSP00000159011,ENSP00000264020
ENSMUSP00000068610,ENSP00000256545
ENSMUSP00000130969,ENSP00000415698
ENSMUSP00000047931,ENSP00000389176
ENSMUSP00000028902,ENSP00000246081
ENSMUSP00000087643,ENSP00000231721
ENSMUSP00000029259,ENSP00000265594
ENSMUSP00000020463,ENSP00000246117
ENSMUSP00000036289,ENSP00000478298
