protein,accession,geneid,authid,description,chromosome,locus,organism,short_accession
NP_058151,YDR316W-A,851913,SGD:S000007398,gag protein,IV,-,Saccharomyces cerevisiae
NP_058150,YDR316W-B,851914,SGD:S000007399,gag-pol fusion protein,IV,-,Saccharomyces cerevisiae
NP_010603,HIM1,851915,SGD:S000002725,Him1p,IV,-,Saccharomyces cerevisiae
NP_010604,MCM21,851916,SGD:S000002726,Mcm21p,IV,-,Saccharomyces cerevisiae
NP_010605,YFT2,851917,SGD:S000002727,Yft2p,IV,-,Saccharomyces cerevisiae
NP_010606,SWA2,851918,SGD:S000002728,Swa2p,IV,-,Saccharomyces cerevisiae
NP_710144,DAD4,851919,SGD:S000007604,Dad4p,IV,-,Saccharomyces cerevisiae
NP_010607,ASP1,851920,SGD:S000002729,asparaginase ASP1,IV,-,Saccharomyces cerevisiae
NP_010608,MRPL35,851921,SGD:S000002730,mitochondrial 54S ribosomal protein YmL35,IV,-,Saccharomyces cerevisiae
NP_010609,TIM11,851922,SGD:S000007255,F1F0 ATP synthase subunit e,IV,-,Saccharomyces cerevisiae
NP_010610,PEP7,851923,SGD:S000002731,phosphatidylinositol-3-phosphate binding protein,IV,-,Saccharomyces cerevisiae
NP_010611,UTP4,851924,SGD:S000002732,Utp4p,IV,-,Saccharomyces cerevisiae
NP_010612,YCG1,851925,SGD:S000002733,condensin subunit YCG1,IV,-,Saccharomyces cerevisiae
NP_010613,YSP2,851926,SGD:S000002734,Ysp2p,IV,-,Saccharomyces cerevisiae
NP_010615,SKP1,851928,SGD:S000002736,SCF ubiquitin ligase subunit SKP1,IV,-,Saccharomyces cerevisiae
NP_010616,PEX3,851929,SGD:S000002737,Pex3p,IV,-,Saccharomyces cerevisiae
NP_010617,UBX5,851930,SGD:S000002738,Ubx5p,IV,-,Saccharomyces cerevisiae
NP_010618,GPI8,851931,SGD:S000002739,GPI-anchor transamidase,IV,-,Saccharomyces cerevisiae
NP_010619,IRC3,851932,SGD:S000002740,double-stranded DNA-dependent ATPase,IV,-,Saccharomyces cerevisiae
NP_010620,RQC1,851933,SGD:S000002741,Rqc1p,IV,-,Saccharomyces cerevisiae
NP_010621,SWR1,851934,SGD:S000002742,chromatin-remodeling protein SWR1,IV,-,Saccharomyces cerevisiae
NP_010622,MSN5,851935,SGD:S000002743,karyopherin MSN5,IV,-,Saccharomyces cerevisiae
NP_010623,MRX8,851936,SGD:S000002744,Mrx8p,IV,-,Saccharomyces cerevisiae
NP_010624,MRPS28,851937,SGD:S000002745,mitochondrial 37S ribosomal protein MRPS28,IV,-,Saccharomyces cerevisiae
NP_010625,YDR338C,851938,SGD:S000002746,uncharacterized protein,IV,-,Saccharomyces cerevisiae
NP_010626,FCF1,851939,SGD:S000002747,rRNA-processing protein FCF1,IV,-,Saccharomyces cerevisiae
NP_010628,YDR341C,851942,SGD:S000002749,arginine--tRNA ligase,IV,-,Saccharomyces cerevisiae
NP_010629,HXT7,851943,SGD:S000002750,hexose transporter HXT7,IV,-,Saccharomyces cerevisiae
NP_010630,HXT6,851944,SGD:S000002751,hexose transporter HXT6,IV,-,Saccharomyces cerevisiae
NP_001335762,YDR344C,851945,SGD:S000002752,uncharacterized protein,IV,-,Saccharomyces cerevisiae
NP_010632,HXT3,851946,SGD:S000002753,hexose transporter HXT3,IV,-,Saccharomyces cerevisiae
NP_010633,SVF1,851947,SGD:S000002754,Svf1p,IV,-,Saccharomyces cerevisiae
NP_010634,MRP1,851948,SGD:S000002755,mitochondrial 37S ribosomal protein MRP1,IV,-,Saccharomyces cerevisiae
NP_010635,PAL1,851949,SGD:S000002756,Pal1p,IV,-,Saccharomyces cerevisiae
NP_010636,YPS7,851950,SGD:S000002757,putative aspartic endopeptidase,IV,-,Saccharomyces cerevisiae
NP_010637,ATP22,851952,SGD:S000002758,Atp22p,IV,-,Saccharomyces cerevisiae
NP_010638,SBE2,851953,SGD:S000002759,Sbe2p,IV,-,Saccharomyces cerevisiae
NP_010639,YPQ2,851954,SGD:S000002760,Ypq2p,IV,-,Saccharomyces cerevisiae
NP_010640,TRR1,851955,SGD:S000002761,thioredoxin-disulfide reductase TRR1,IV,-,Saccharomyces cerevisiae
NP_010641,TRP4,851956,SGD:S000002762,anthranilate phosphoribosyltransferase,IV,-,Saccharomyces cerevisiae
NP_010643,SPC110,851957,SGD:S000002764,Spc110p,IV,-,Saccharomyces cerevisiae
NP_010644,CNL1,851959,SGD:S000002765,Cnl1p,IV,-,Saccharomyces cerevisiae
NP_010645,GGA1,851960,SGD:S000002766,ubiquitin-binding protein,IV,-,Saccharomyces cerevisiae
NP_010646,EAF1,851962,SGD:S000002767,Eaf1p,IV,-,Saccharomyces cerevisiae
NP_010648,BCP1,851963,SGD:S000002769,protein-transporting protein BCP1,IV,-,Saccharomyces cerevisiae
NP_010649,TFC6,851964,SGD:S000002770,transcription factor TFIIIC subunit TFC6,IV,-,Saccharomyces cerevisiae
NP_010650,ESC2,851965,SGD:S000002771,Esc2p,IV,-,Saccharomyces cerevisiae
NP_010651,SEM1,851967,SGD:S000007235,proteasome regulatory particle lid subunit SEM1,IV,-,Saccharomyces cerevisiae
NP_010652,CDC40,851968,SGD:S000002772,Cdc40p,IV,-,Saccharomyces cerevisiae
NP_010653,ESF1,851969,SGD:S000002773,pre-rRNA-processing protein ESF1,IV,-,Saccharomyces cerevisiae
NP_058153,YDR365W-A,851970,SGD:S000007400,gag protein,IV,-,Saccharomyces cerevisiae
NP_058152,YDR365W-B,851971,SGD:S000007401,gag-pol fusion protein,IV,-,Saccharomyces cerevisiae
NP_010654,MOR1,851972,SGD:S000002774,Mor1p,IV,-,Saccharomyces cerevisiae
NP_010655,KEI1,851973,SGD:S000002775,Kei1p,IV,-,Saccharomyces cerevisiae
NP_010656,YPR1,851974,SGD:S000002776,trifunctional aldehyde reductase/carbonyl reductase (NADPH)/glucose 1-dehydrogenase (NADP(+)) YPR1,IV,-,Saccharomyces cerevisiae
NP_010657,XRS2,851975,SGD:S000002777,Xrs2p,IV,-,Saccharomyces cerevisiae
NP_010658,DXO1,851976,SGD:S000002778,Dxo1p,IV,-,Saccharomyces cerevisiae
NP_010659,CTS2,851977,SGD:S000002779,putative chitinase,IV,-,Saccharomyces cerevisiae
NP_010660,VPS74,851978,SGD:S000002780,Vps74p,IV,-,Saccharomyces cerevisiae
NP_010661,FRQ1,851979,SGD:S000002781,frequenin,IV,-,Saccharomyces cerevisiae
NP_010662,PHO92,851980,SGD:S000002782,mRNA-binding phosphate metabolism regulator,IV,-,Saccharomyces cerevisiae
NP_010663,BCS1,851981,SGD:S000002783,bifunctional AAA family ATPase chaperone/translocase BCS1,IV,-,Saccharomyces cerevisiae
NP_010664,ARH1,851982,SGD:S000002784,NADPH-adrenodoxin reductase,IV,-,Saccharomyces cerevisiae
NP_010665,ATP17,851983,SGD:S000002785,F1F0 ATP synthase subunit f,IV,-,Saccharomyces cerevisiae
NP_010666,LSM6,851984,SGD:S000002786,U4/U6-U5 snRNP complex subunit LSM6,IV,-,Saccharomyces cerevisiae
NP_010667,RGA2,851985,SGD:S000002787,GTPase-activating protein RGA2,IV,-,Saccharomyces cerevisiae
NP_076888,SDH6,851986,SGD:S000007605,Sdh6p,IV,-,Saccharomyces cerevisiae
NP_010668,ARO10,851987,SGD:S000002788,phenylpyruvate decarboxylase ARO10,IV,-,Saccharomyces cerevisiae
NP_010669,YRA1,851988,SGD:S000002789,RNA-binding protein YRA1,IV,-,Saccharomyces cerevisiae
NP_219495,COI1,851989,SGD:S000007650,Coi1p,IV,-,Saccharomyces cerevisiae
NP_010670,RPP2B,851990,SGD:S000002790,ribosomal protein P2B,IV,-,Saccharomyces cerevisiae
NP_010671,NKP1,851991,SGD:S000002791,Nkp1p,IV,-,Saccharomyces cerevisiae
NP_010672,ATO3,851992,SGD:S000002792,putative ammonium permease ATO3,IV,-,Saccharomyces cerevisiae
NP_010673,EFT2,851993,SGD:S000002793,elongation factor 2,IV,-,Saccharomyces cerevisiae
NP_010674,MUS81,851994,SGD:S000002794,Mus81p,IV,-,Saccharomyces cerevisiae
NP_010675,CIN10,851995,SGD:S000002795,Cin10p,IV,-,Saccharomyces cerevisiae
NP_010676,RVS167,851996,SGD:S000002796,amphiphysin,IV,-,Saccharomyces cerevisiae
NP_010677,SAC7,851997,SGD:S000002797,GTPase-activating protein SAC7,IV,-,Saccharomyces cerevisiae
NP_010678,UBA2,851998,SGD:S000002798,E1 ubiquitin-activating protein UBA2,IV,-,Saccharomyces cerevisiae
NP_010679,YDR391C,852000,SGD:S000002799,uncharacterized protein,IV,-,Saccharomyces cerevisiae
NP_010680,SPT3,852001,SGD:S000002800,transcriptional regulator SPT3,IV,-,Saccharomyces cerevisiae
NP_010681,SHE9,852002,SGD:S000002801,She9p,IV,-,Saccharomyces cerevisiae
NP_010682,RPT3,852003,SGD:S000002802,proteasome regulatory particle base subunit RPT3,IV,-,Saccharomyces cerevisiae
NP_010683,SXM1,852004,SGD:S000002803,Sxm1p,IV,-,Saccharomyces cerevisiae
NP_010685,NCB2,852006,SGD:S000002805,negative cofactor 2 transcription regulator complex subunit NCB2,IV,-,Saccharomyces cerevisiae
NP_010686,UTP5,852007,SGD:S000002806,Utp5p,IV,-,Saccharomyces cerevisiae
NP_010687,HPT1,852008,SGD:S000002807,hypoxanthine phosphoribosyltransferase,IV,-,Saccharomyces cerevisiae
NP_010688,URH1,852009,SGD:S000002808,trifunctional uridine nucleosidase/nicotinamide riboside hydrolase/nicotinic acid riboside hydrolase,IV,-,Saccharomyces cerevisiae
NP_010690,DIT2,852011,SGD:S000002810,putative cytochrome P450,IV,-,Saccharomyces cerevisiae
NP_010691,DIT1,852012,SGD:S000002811,Dit1p,IV,-,Saccharomyces cerevisiae
NP_010692,RPB7,852013,SGD:S000002812,DNA-directed RNA polymerase II subunit RPB7,IV,-,Saccharomyces cerevisiae
NP_010693,MRP20,852014,SGD:S000002813,mitochondrial 54S ribosomal protein YmL41,IV,-,Saccharomyces cerevisiae
NP_010694,PDR15,852015,SGD:S000002814,ATP-binding cassette multidrug transporter PDR15,IV,-,Saccharomyces cerevisiae
NP_010695,TRS120,852016,SGD:S000002815,Trs120p,IV,-,Saccharomyces cerevisiae
NP_010696,ADE8,852017,SGD:S000002816,phosphoribosylglycinamide formyltransferase,IV,-,Saccharomyces cerevisiae
NP_010697,SIZ1,852018,SGD:S000002817,SUMO ligase SIZ1,IV,-,Saccharomyces cerevisiae
NP_010698,STE14,852019,SGD:S000002818,protein-S-isoprenylcysteine carboxyl O-methyltransferase,IV,-,Saccharomyces cerevisiae
NP_010699,DFM1,852020,SGD:S000002819,Dfm1p,IV,-,Saccharomyces cerevisiae
NP_010700,RRP17,852021,SGD:S000002820,Rrp17p,IV,-,Saccharomyces cerevisiae
NP_010702,ERD1,852023,SGD:S000002822,Erd1p,IV,-,Saccharomyces cerevisiae
NP_010703,YDR415C,852024,SGD:S000002823,putative aminopeptidase,IV,-,Saccharomyces cerevisiae
NP_010704,SYF1,852025,SGD:S000002824,mRNA splicing protein SYF1,IV,-,Saccharomyces cerevisiae
NP_010706,RPL12B,852026,SGD:S000002826,ribosomal 60S subunit protein L12B,IV,-,Saccharomyces cerevisiae
NP_010707,RAD30,852028,SGD:S000002827,DNA-directed DNA polymerase eta,IV,-,Saccharomyces cerevisiae
NP_010708,HKR1,852030,SGD:S000002828,Hkr1p,IV,-,Saccharomyces cerevisiae
NP_010709,ARO80,852031,SGD:S000002829,Aro80p,IV,-,Saccharomyces cerevisiae
NP_010710,SIP1,852032,SGD:S000002830,Sip1p,IV,-,Saccharomyces cerevisiae
NP_010711,CAD1,852033,SGD:S000002831,Cad1p,IV,-,Saccharomyces cerevisiae
NP_010712,DYN2,852034,SGD:S000002832,dynein light chain,IV,-,Saccharomyces cerevisiae
NP_010713,SNX41,852035,SGD:S000002833,Snx41p,IV,-,Saccharomyces cerevisiae
NP_010715,RPN9,852037,SGD:S000002835,proteasome regulatory particle lid subunit RPN9,IV,-,Saccharomyces cerevisiae
NP_010716,BNA7,852038,SGD:S000002836,arylformamidase,IV,-,Saccharomyces cerevisiae
NP_010717,TIF35,852039,SGD:S000002837,translation initiation factor eIF3 core subunit g,IV,-,Saccharomyces cerevisiae
NP_010718,CYM1,852041,SGD:S000002838,pitrilysin family metalloprotease,IV,-,Saccharomyces cerevisiae
NP_010720,NPL3,852042,SGD:S000002840,mRNA-binding protein NPL3,IV,-,Saccharomyces cerevisiae
NP_010722,GPI17,852044,SGD:S000002842,GPI-anchor transamidase GPI17,IV,-,Saccharomyces cerevisiae
NP_010723,PPM1,852045,SGD:S000002843,leucine carboxy methyltransferase,IV,-,Saccharomyces cerevisiae
NP_010724,PPZ2,852046,SGD:S000002844,salt homeostasis regulator,IV,-,Saccharomyces cerevisiae
NP_010725,GPI19,852047,SGD:S000002845,phosphatidylinositol N-acetylglucosaminyltransferase GPI19,IV,-,Saccharomyces cerevisiae
NP_010726,THI74,852048,SGD:S000002846,Thi74p,IV,-,Saccharomyces cerevisiae
NP_010727,LRS4,852049,SGD:S000002847,Lrs4p,IV,-,Saccharomyces cerevisiae
NP_010728,DOT1,852050,SGD:S000002848,histone methyltransferase DOT1,IV,-,Saccharomyces cerevisiae
NP_010729,APT2,852051,SGD:S000002849,adenine phosphoribosyltransferase APT2,IV,-,Saccharomyces cerevisiae
NP_010731,SSN2,852053,SGD:S000002851,Ssn2p,IV,-,Saccharomyces cerevisiae
NP_010732,YDR444W,852054,SGD:S000002852,putative hydrolase,IV,-,Saccharomyces cerevisiae
NP_010734,ECM11,852057,SGD:S000002854,Ecm11p,IV,-,Saccharomyces cerevisiae
NP_010735,RPS17B,852058,SGD:S000002855,ribosomal 40S subunit protein S17B,IV,-,Saccharomyces cerevisiae
NP_010736,ADA2,852059,SGD:S000002856,chromatin-binding transcription regulator ADA2,IV,-,Saccharomyces cerevisiae
NP_010737,UTP6,852060,SGD:S000002857,snoRNA-binding rRNA-processing protein UTP6,IV,-,Saccharomyces cerevisiae
NP_010738,RPS18A,852061,SGD:S000002858,ribosomal 40S subunit protein S18A,IV,-,Saccharomyces cerevisiae
NP_010739,YHP1,852062,SGD:S000002859,Yhp1p,IV,-,Saccharomyces cerevisiae
NP_010740,PPN1,852063,SGD:S000002860,endopolyphosphatase,IV,-,Saccharomyces cerevisiae
NP_010741,TSA2,852064,SGD:S000002861,thioredoxin peroxidase TSA2,IV,-,Saccharomyces cerevisiae
NP_010742,GUK1,852065,SGD:S000002862,guanylate kinase,IV,-,Saccharomyces cerevisiae
NP_010744,NHX1,852066,SGD:S000002864,bifunctional K:H/Na:H antiporter NHX1,IV,-,Saccharomyces cerevisiae
NP_010745,TOM1,852068,SGD:S000002865,E3 ubiquitin-protein ligase TOM1,IV,-,Saccharomyces cerevisiae
NP_010746,HEH2,852069,SGD:S000002866,Heh2p,IV,-,Saccharomyces cerevisiae
NP_010747,PFA5,852070,SGD:S000002867,palmitoyltransferase PFA5,IV,-,Saccharomyces cerevisiae
NP_010748,TFB3,852071,SGD:S000002868,TFIIH/NER complex subunit TFB3,IV,-,Saccharomyces cerevisiae
NP_010749,MFA1,852072,SGD:S000002869,mating pheromone a,IV,-,Saccharomyces cerevisiae
NP_010750,MRPL28,852073,SGD:S000002870,mitochondrial 54S ribosomal protein YmL28,IV,-,Saccharomyces cerevisiae
NP_010751,STP1,852074,SGD:S000002871,Stp1p,IV,-,Saccharomyces cerevisiae
NP_010752,SPP41,852075,SGD:S000002872,Spp41p,IV,-,Saccharomyces cerevisiae
NP_010753,RMT2,852076,SGD:S000002873,protein-arginine N5-methyltransferase,IV,-,Saccharomyces cerevisiae
NP_010754,PKH3,852077,SGD:S000002874,protein kinase PKH3,IV,-,Saccharomyces cerevisiae
NP_010756,TLG1,852079,SGD:S000002876,Tlg1p,IV,-,Saccharomyces cerevisiae
NP_010757,SDC1,852080,SGD:S000002877,Sdc1p,IV,-,Saccharomyces cerevisiae
NP_010758,UGO1,852081,SGD:S000002878,Ugo1p,IV,-,Saccharomyces cerevisiae
NP_010759,RPL27B,852082,SGD:S000002879,ribosomal 60S subunit protein L27B,IV,-,Saccharomyces cerevisiae
NP_010760,TRS31,852083,SGD:S000002880,TRAPP subunit TRS31,IV,-,Saccharomyces cerevisiae
NP_010761,PRP3,852084,SGD:S000002881,U4/U6-U5 snRNP complex subunit PRP3,IV,-,Saccharomyces cerevisiae
NP_010763,JIP4,852086,SGD:S000002883,Jip4p,IV,-,Saccharomyces cerevisiae
NP_010764,YDR476C,852087,SGD:S000002884,uncharacterized protein,IV,-,Saccharomyces cerevisiae
NP_010765,SNF1,852088,SGD:S000002885,AMP-activated serine/threonine-protein kinase catalytic subunit SNF1,IV,-,Saccharomyces cerevisiae
NP_010766,SNM1,852089,SGD:S000002886,Snm1p,IV,-,Saccharomyces cerevisiae
NP_010767,PEX29,852090,SGD:S000002887,Pex29p,IV,-,Saccharomyces cerevisiae
NP_010768,DIG2,852091,SGD:S000002888,Dig2p,IV,-,Saccharomyces cerevisiae
NP_010769,PHO8,852092,SGD:S000002889,alkaline phosphatase PHO8,IV,-,Saccharomyces cerevisiae
NP_010770,CWC21,852093,SGD:S000002890,U2-type spliceosomal complex subunit CWC21,IV,-,Saccharomyces cerevisiae
NP_010771,KRE2,852094,SGD:S000002891,"alpha-1,2-mannosyltransferase KRE2",IV,-,Saccharomyces cerevisiae
NP_010772,VPS52,852095,SGD:S000002892,Vps52p,IV,-,Saccharomyces cerevisiae
NP_010773,VPS72,852096,SGD:S000002893,Vps72p,IV,-,Saccharomyces cerevisiae
NP_010774,VPS60,852097,SGD:S000002894,Vps60p,IV,-,Saccharomyces cerevisiae
NP_010775,RIB3,852098,SGD:S000002895,"3,4-dihydroxy-2-butanone-4-phosphate synthase RIB3",IV,-,Saccharomyces cerevisiae
NP_010776,PAC11,852099,SGD:S000002896,dynein intermediate chain,IV,-,Saccharomyces cerevisiae
NP_010777,SLD5,852100,SGD:S000002897,DNA replication protein SLD5,IV,-,Saccharomyces cerevisiae
NP_010778,PKH1,852101,SGD:S000002898,serine/threonine protein kinase PKH1,IV,-,Saccharomyces cerevisiae
NP_010780,IZH1,852102,SGD:S000002900,PAQR-type receptor,IV,-,Saccharomyces cerevisiae
NP_010781,MZM1,852104,SGD:S000002901,Mzm1p,IV,-,Saccharomyces cerevisiae
NP_010782,RSM28,852105,SGD:S000002902,mitochondrial 37S ribosomal protein RSM28,IV,-,Saccharomyces cerevisiae
NP_010783,VPS3,852106,SGD:S000002903,CORVET complex subunit VPS3,IV,-,Saccharomyces cerevisiae
NP_010784,PUF6,852107,SGD:S000002904,Puf6p,IV,-,Saccharomyces cerevisiae
NP_010785,ITR1,852108,SGD:S000002905,myo-inositol transporter ITR1,IV,-,Saccharomyces cerevisiae
NP_010786,SEC20,852109,SGD:S000002906,Sec20p,IV,-,Saccharomyces cerevisiae
NP_010787,LCD1,852110,SGD:S000002907,Lcd1p,IV,-,Saccharomyces cerevisiae
NP_010788,RPL37B,852111,SGD:S000002908,ribosomal 60S subunit protein L37B,IV,-,Saccharomyces cerevisiae
NP_010789,PLM2,852112,SGD:S000002909,Plm2p,IV,-,Saccharomyces cerevisiae
NP_010790,SAM2,852113,SGD:S000002910,methionine adenosyltransferase SAM2,IV,-,Saccharomyces cerevisiae
NP_010791,LPP1,852114,SGD:S000002911,phosphatidate phosphatase LPP1,IV,-,Saccharomyces cerevisiae
NP_010792,SPG3,852115,SGD:S000002912,Spg3p,IV,-,Saccharomyces cerevisiae
NP_010793,PSP1,852116,SGD:S000002913,Psp1p,IV,-,Saccharomyces cerevisiae
NP_010794,GMC1,852117,SGD:S000002914,putative oxidoreductase,IV,-,Saccharomyces cerevisiae
NP_010795,GIN4,852119,SGD:S000002915,protein kinase GIN4,IV,-,Saccharomyces cerevisiae
NP_010796,GNP1,852121,SGD:S000002916,glutamine permease GNP1,IV,-,Saccharomyces cerevisiae
NP_010798,SMT3,852122,SGD:S000002918,SUMO family protein SMT3,IV,-,Saccharomyces cerevisiae
NP_010799,SDH7,852123,SGD:S000002919,Sdh7p,IV,-,Saccharomyces cerevisiae
NP_010801,GRX2,852124,SGD:S000002921,dithiol glutaredoxin GRX2,IV,-,Saccharomyces cerevisiae
NP_010800,EMI1,852125,SGD:S000002920,Emi1p,IV,-,Saccharomyces cerevisiae
NP_010802,YDR514C,852126,SGD:S000002922,uncharacterized protein,IV,-,Saccharomyces cerevisiae
NP_010803,SLF1,852127,SGD:S000002923,Slf1p,IV,-,Saccharomyces cerevisiae
NP_010804,EMI2,852128,SGD:S000002924,putative glucokinase,IV,-,Saccharomyces cerevisiae
NP_010805,GRH1,852129,SGD:S000002925,Grh1p,IV,-,Saccharomyces cerevisiae
NP_010806,EUG1,852130,SGD:S000002926,protein disulfide isomerase EUG1,IV,-,Saccharomyces cerevisiae
NP_010807,FPR2,852131,SGD:S000002927,peptidylprolyl isomerase family protein FPR2,IV,-,Saccharomyces cerevisiae
NP_010808,URC2,852133,SGD:S000002928,Urc2p,IV,-,Saccharomyces cerevisiae
NP_010810,SPS2,852134,SGD:S000002930,Sps2p,IV,-,Saccharomyces cerevisiae
NP_010811,SPS1,852135,SGD:S000002931,putative serine/threonine protein kinase SPS1,IV,-,Saccharomyces cerevisiae
NP_010812,AGE1,852136,SGD:S000002932,GTPase-activating protein AGE1,IV,-,Saccharomyces cerevisiae
NP_001335763,API2,852137,SGD:S000002933,Api2p,IV,-,Saccharomyces cerevisiae
NP_010814,SNA2,852138,SGD:S000007236,Sna2p,IV,-,Saccharomyces cerevisiae
NP_010816,RBA50,852139,SGD:S000002935,Rba50p,IV,-,Saccharomyces cerevisiae
NP_010817,HLR1,852141,SGD:S000002936,Hlr1p,IV,-,Saccharomyces cerevisiae
NP_010818,QCR7,852142,SGD:S000002937,ubiquinol--cytochrome-c reductase subunit 7,IV,-,Saccharomyces cerevisiae
NP_010819,APA2,852143,SGD:S000002938,bifunctional AP-4-A phosphorylase/ADP sulfurylase,IV,-,Saccharomyces cerevisiae
NP_010820,CAB1,852144,SGD:S000002939,pantothenate kinase,IV,-,Saccharomyces cerevisiae
NP_010821,KRE28,852145,SGD:S000002940,Kre28p,IV,-,Saccharomyces cerevisiae
NP_010822,HSP31,852146,SGD:S000002941,glutathione-independent methylglyoxalase,IV,-,Saccharomyces cerevisiae
NP_010823,FIT1,852147,SGD:S000002942,Fit1p,IV,-,Saccharomyces cerevisiae
NP_010825,STL1,852149,SGD:S000002944,glucose-inactivated glycerol proton symporter STL1,IV,-,Saccharomyces cerevisiae
NP_010827,PAD1,852150,SGD:S000002946,phenylacrylic acid decarboxylase PAD1,IV,-,Saccharomyces cerevisiae
NP_010828,FDC1,852152,SGD:S000002947,putative phenylacrylic acid decarboxylase FDC1,IV,-,Saccharomyces cerevisiae
NP_010829,IRC4,852153,SGD:S000002948,Irc4p,IV,-,Saccharomyces cerevisiae
NP_010830,YDR541C,852154,SGD:S000002949,carbonyl reductase (NADPH-dependent),IV,-,Saccharomyces cerevisiae
NP_010831,PAU10,852155,SGD:S000002950,seripauperin PAU10,IV,-,Saccharomyces cerevisiae
NP_010834,YRF1-1,852158,SGD:S000002953,Y' element ATP-dependent helicase protein 1 copy 1,IV,-,Saccharomyces cerevisiae
NP_009437,YBL113C,852159,SGD:S000002153,uncharacterized protein,II,-,Saccharomyces cerevisiae
NP_009438,YBL112C,852160,SGD:S000002152,uncharacterized protein,II,-,Saccharomyces cerevisiae
NP_009439,YBL111C,852161,SGD:S000002151,uncharacterized protein,II,-,Saccharomyces cerevisiae
NP_076873,PAU9,852163,SGD:S000007592,seripauperin PAU9,II,-,Saccharomyces cerevisiae
NP_009443,MIX23,852167,SGD:S000000203,Mix23p,II,-,Saccharomyces cerevisiae
NP_009444,SRO77,852168,SGD:S000000202,putative Rab GTPase-binding protein SRO77,II,-,Saccharomyces cerevisiae
NP_009445,PKC1,852169,SGD:S000000201,protein kinase C,II,-,Saccharomyces cerevisiae
NP_009446,SEA4,852170,SGD:S000000200,Sea4p,II,-,Saccharomyces cerevisiae
NP_009447,RTG3,852171,SGD:S000000199,Rtg3p,II,-,Saccharomyces cerevisiae
NP_009448,SFT2,852172,SGD:S000000198,Sft2p,II,-,Saccharomyces cerevisiae
NP_009449,ECM21,852173,SGD:S000000197,Ecm21p,II,-,Saccharomyces cerevisiae
NP_009451,YBL100W-A,852174,SGD:S000002148,gag protein,II,-,Saccharomyces cerevisiae
NP_009450,YBL100W-B,852175,SGD:S000002149,gag-pol fusion protein,II,-,Saccharomyces cerevisiae
NP_009453,ATP1,852177,SGD:S000000195,F1F0 ATP synthase subunit alpha,II,-,Saccharomyces cerevisiae
NP_009454,BNA4,852179,SGD:S000000194,kynurenine 3-monooxygenase,II,-,Saccharomyces cerevisiae
NP_009455,BRN1,852180,SGD:S000000193,condensin subunit BRN1,II,-,Saccharomyces cerevisiae
NP_009457,MRX3,852181,SGD:S000000191,Mrx3p,II,-,Saccharomyces cerevisiae
NP_009459,ROX3,852184,SGD:S000000189,Rox3p,II,-,Saccharomyces cerevisiae
NP_009460,RPL32,852185,SGD:S000000188,ribosomal 60S subunit protein L32,II,-,Saccharomyces cerevisiae
NP_009461,SCS22,852186,SGD:S000007228,phospholipid metabolism-regulating protein SCS22,II,-,Saccharomyces cerevisiae
NP_009462,MAP2,852187,SGD:S000000187,methionine aminopeptidase,II,-,Saccharomyces cerevisiae
NP_009463,MRP21,852188,SGD:S000000186,mitochondrial 37S ribosomal protein MRP21,II,-,Saccharomyces cerevisiae
NP_009464,AVT5,852189,SGD:S000000185,amino acid transporter,II,-,Saccharomyces cerevisiae
NP_009465,TEL1,852190,SGD:S000000184,DNA-binding protein kinase TEL1,II,-,Saccharomyces cerevisiae
NP_009466,RPL23A,852191,SGD:S000000183,ribosomal 60S subunit protein L23A,II,-,Saccharomyces cerevisiae
NP_009467,YBL086C,852192,SGD:S000000182,uncharacterized protein,II,-,Saccharomyces cerevisiae
NP_009468,BOI1,852193,SGD:S000000181,Boi1p,II,-,Saccharomyces cerevisiae
NP_009469,CDC27,852194,SGD:S000000180,anaphase promoting complex subunit CDC27,II,-,Saccharomyces cerevisiae
NP_009471,ALG3,852196,SGD:S000000178,"dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase",II,-,Saccharomyces cerevisiae
NP_009472,YBL081W,852197,SGD:S000000177,uncharacterized protein,II,-,Saccharomyces cerevisiae
NP_009473,PET112,852198,SGD:S000000176,glutamyl-tRNA(Gln) amidotransferase subunit PET112,II,-,Saccharomyces cerevisiae
NP_009474,NUP170,852199,SGD:S000000175,Nup170p,II,-,Saccharomyces cerevisiae
NP_009475,ATG8,852200,SGD:S000000174,ubiquitin-like protein ATG8,II,-,Saccharomyces cerevisiae
NP_009477,ILS1,852202,SGD:S000000172,isoleucine--tRNA ligase ILS1,II,-,Saccharomyces cerevisiae
NP_009478,SSA3,852203,SGD:S000000171,Hsp70 family ATPase SSA3,II,-,Saccharomyces cerevisiae
NP_009479,AAR2,852205,SGD:S000000170,U5 snRNP complex subunit AAR2,II,-,Saccharomyces cerevisiae
NP_009481,RPS8A,852206,SGD:S000000168,ribosomal 40S subunit protein S8A,II,-,Saccharomyces cerevisiae
NP_660100,KTI11,852207,SGD:S000007587,Kti11p,II,-,Saccharomyces cerevisiae
NP_001333723,YBL071C,852208,SGD:S000000167,uncharacterized protein,II,-,Saccharomyces cerevisiae
NP_009484,AST1,852209,SGD:S000000165,Ast1p,II,-,Saccharomyces cerevisiae
NP_009485,PRS4,852211,SGD:S000000164,ribose phosphate diphosphokinase subunit PRS4,II,-,Saccharomyces cerevisiae
